tweet_id,text,fairness,non-moral,purity,degradation,loyalty,care,cheating,betrayal,subversion,authority,harm
509464992404357120,i can respect that,1,0,0,0,0,0,0,0,0,0,0
798700545364135942,the disrespect face with tears of joy skull,0,1,0,0,0,0,0,0,0,0,0
782348427589931008,our walls are thin so makes me play music while he poops,0,1,0,0,0,0,0,0,0,0,0
835619770322026496,lord pls teach us to love those who hate us to pray for those who judge us to forgive those who brought us pain amen europa,0,0,1,0,0,0,0,0,0,0,0
720947449976778752,fear of the lord teaches a person wisdom and humility comes before honor proverbs,0,0,1,0,0,0,0,0,0,0,0
577360913101033472,yr old nun gang raped in india how sick and disgusting can anyone be rape vaw,0,0,0,1,0,0,0,0,0,0,0
833206725801033728,the foolish shall not stand in thy sight thou hatest all workers of iniquity psalms kjv god hate,0,1,0,0,0,0,0,0,0,0,0
585481467289010176,is red my color kiss mark just for fun red lingerie playboy model hire me kissing cat health coach dance instructor free spirit balloon,0,1,0,0,0,0,0,0,0,0,0
837493791082737664,but anyone who might admit to hypocrisy or double standards re hrc would ve done it by now,0,1,0,0,0,0,0,0,0,0,0
838926720736477184,the chief value of hinduism is the belief that all life is one coming from the one universal source call it allah god or parameshwara,0,0,1,0,1,0,0,0,0,0,0
745135626085793792,if only our eyes saw souls instead of bodies how very different our ideals of beauty would be,0,1,0,0,0,0,0,0,0,0,0
602110734693175296,praying for justice and peace in our city,0,0,1,0,0,1,0,0,0,0,0
355177885989998593,he told me he was cheating on you with me,0,0,0,0,0,0,1,1,0,0,0
785300814474510336,jailing a political opponent is not leadership it is what dictators do,0,0,0,0,0,0,1,0,1,0,0
577776124584939520,one of the characters of true leadership is to lead with compassion and not manipulation,0,0,0,0,0,1,0,0,0,1,0
322341657251028992,vettel i may disobey orders again,0,0,0,0,0,0,0,0,1,0,0
790943082753777665,our islamic responsibility to one another constitutes the purest and sincerest status of imaan in islam islam of the qur an true imaan,0,0,1,0,1,0,0,0,0,0,0
800063270581399552,stop disrespecting carly chubs,0,1,0,0,0,0,0,0,0,0,0
351832528941891586,prayers for those fighting fires and may god bless the families grieving for the loss of america is homeland heroes,0,0,1,0,0,1,0,0,0,0,0
691035771227258880,definitely that is why i saw him a second time,0,1,0,0,0,0,0,0,0,0,0
523044307725729792,support pedophiles is wrong he violated a child of ca not relay the disgust him the erroneous decision you hve made bad jamie,0,0,0,1,0,0,0,0,0,0,0
833140842336485376,monounsaturated and omega fats dramatically reduce the instances of obesity cancer diabetes heart disease and cognitive decline paleo,0,1,0,0,0,0,0,0,0,0,0
772143231672815616,excellent hers another retweet,0,1,0,0,0,0,0,0,0,0,0
543403420082663424,quran allah may reward the true men for their truth punish the hypocrites if he will or forgive allah is forgiving merciful,0,0,1,0,0,0,0,0,0,1,0
832626937898160129,it is impossible to find someone who will never hurt you so go for the one who makes the pain worth while,0,0,0,0,0,0,0,0,0,0,1
729499208181551110,when you really feeling somebody trust it is easy to stay faithful red heart,0,0,0,0,1,0,0,0,0,0,0
652141019367018496,when in doubt default to first three red cross fundamental principles of humanity impartiality neutrality,1,0,0,0,0,1,0,0,0,0,0
839446850646200320,gay man fighting to win husband equal pension rights says he is confident common sense will prevail at high court t,1,0,0,0,0,0,0,0,0,0,0
825550043423838208,this remind me of protest against police brutality gop is doing nothing but tearing this country apart and they want remain in control,0,0,0,0,0,0,0,0,1,0,0
824832223593582592,beyoncé said pretty hurts now i know why a bad bitch like me is always in pain,0,1,0,0,0,0,0,0,0,0,0
553474104951848961,unpunished criminal endangers the society,0,0,0,0,0,0,1,0,0,0,0
782983861642924032,this man trump successfully avoided paying taxes for years by exploiting loopholes in our tax system legally where is the issue savage,0,0,0,0,0,0,1,0,0,0,0
787400024997048320,blake curse that faith in the thread of human goodness kindle unlimited thriller romance,0,0,0,0,0,1,0,0,0,0,0
573875098215710720,love it,0,1,0,0,0,0,0,0,0,0,0
825486922462199809,let us expose the voter fraud for the world to see and use it as an example of the last election that was tainted by,0,0,0,0,0,0,1,0,0,0,0
801858048830701568,witches prophecies and betrayal by indie books be seen fantasy bookreview,0,1,0,0,0,0,0,0,0,0,0
812726574936195073,freedom of speech has limits it ends where hatred and contempt for humanity begins street art graffiti,0,1,0,0,0,0,0,0,0,0,0
712277310951456768,your nurturing spirit may be met with indifference now making more for cancer,0,1,0,0,0,0,0,0,0,0,0
834745106297126913,psalm the lord loves righteousness and justice the earth is full of his unfailing love trust god god is good jesus,0,0,1,0,0,0,0,0,0,0,0
811127821472919552,it sucks when you try so hard not to hurt someone but they hurt you like it is nothing,0,1,0,0,0,0,0,0,0,0,0
838832052027944961,every act of evil unleashes a million acts of kindness this act of kindness takes just a few,0,0,0,0,0,1,0,0,0,0,0
830239609510559746,is it have preexisting condition and might lose my insurance or tried to flee horrific war only to be turned away at us ai,0,0,0,0,0,0,0,0,0,0,1
784293650264002560,we still demand justice for the atrocities in zaria massacre free zakzaky bringbackourzariagirls,0,0,0,1,0,1,0,0,0,0,0
758578174427009025,women in burkas are inciting hatred islam muslims sharia,0,0,0,0,0,0,0,0,0,0,1
781529524303499265,fm steinmeier babyn yar is a symbol of all the suffering injustice and barbarity sown across europe by the nazis bab,0,0,0,1,0,0,1,0,0,0,1
618826592660238338,society is disgusting,0,0,0,1,0,0,0,0,0,0,0
832625942648455169,and the heavens shall praise thy wonders o l rd thy faithfulness also in the congregation of,0,0,1,0,0,0,0,0,0,0,0
832918566504689669,and said unto them what will ye give me i will deliver him unto you and they covenanted with him for thirt,0,0,1,0,0,0,0,0,0,0,0
833022114147954688,old friend in military now posts how he is not cons or liberal he is libertarian face with rolling eyes but then calls mccain a traitor for criticizing trump,0,0,0,0,0,0,0,1,0,0,0
833907610709585920,it is kind of a ridiculous concept that a president who is created chaos in his own country thinks he can negotiate peace wi,0,0,0,0,0,0,0,0,1,0,0
822842362955264000,women for climate justice contingency rolling out to march womens march,1,0,0,0,0,1,0,0,0,0,0
831337090675650560,hinduism tells every one to worship god according to his own faith or dharma and so it lives at peace with all religions,0,0,1,0,0,0,0,0,0,0,0
818175487436472322,peotus is either traitorously ignoring russia hacks and provocations or simply naive and weak com in chief to be,0,0,0,0,0,0,0,1,1,0,0
798609426915663872,maxwell leaders edge there is no inherent value in needing to feel superior to someone else true nobility is,0,0,1,0,0,0,0,0,0,0,0
835919635845242880,war profits the vile few who enslave mankind,0,0,0,1,0,0,0,0,0,0,1
799254010293198848,the electoral college is a brilliant system implemented by our forefathers to ensure equal representation by all states,1,0,0,0,0,0,0,0,0,0,0
806099088580218880,who can i rely on dense strong social networks vital to resilience so lonely people suffer adversity more visionaries,0,0,0,0,0,0,0,0,0,0,1
784289948996280320,injustice anywhere is a threat to justice everywhere zaria massacre free zakzaky,0,0,0,0,0,0,1,0,0,0,0
701519545933017090,respect to you too mate hoppa,0,1,0,0,0,0,0,0,0,0,0
762345804073951232,iwouldratherbedeadthan alter my political beliefs in order to not offend anyone or loose their respect,0,0,0,0,1,0,0,0,0,0,0
832221889963683841,yes it is utterly unethical and immoral to enslave people to pay for what bureaucrats politicians ngos fancy,0,0,0,0,0,0,1,0,0,0,0
201119566250786816,i pray for justice and healing for the stafford family and tory,0,0,1,0,0,1,0,0,0,0,0
820946102539157504,the purpose of human life is to serve and to show compassion and the will to help others ~ albert schweitzer madonsela wef,0,0,0,0,0,1,0,0,0,0,0
750147086721613824,why do young people from only a certain faith get indoctrinated to kill innocents despite their elite backgrounds and be,0,0,0,0,0,0,0,0,0,0,1
841236027238973440,our deepest wishes are whispers of our authentic self we must learn to respect them we must learn to listen ~ sar,0,1,0,0,0,0,0,0,0,0,0
767604011516112897,ho is forever ungrateful face with tears of joy,0,1,0,0,0,0,0,0,0,0,0
329427282194219010,amanda knox abc sad story this world is corrupt especially politicians and the justice system,0,0,0,0,0,0,1,0,0,0,0
596175854629064706,allah hath appointed the ka bah the sacred house a standard for mankind quran,0,0,1,0,0,0,0,0,0,0,0
594555112028184579,save those who persevere and do good works theirs will be forgiveness and a great reward quran islam,0,0,1,0,0,0,0,0,0,0,0
462260795163041792,brilliant your party deserves much praise for its principled and visionary stand i hope t,0,0,0,0,0,0,0,0,0,1,0
569607615145242625,love you dear sister face blowing a kiss,0,1,0,0,0,0,0,0,0,0,0
809431619975127040,gop will lie cheat steal and manipulate anything or anyone to maintain control they need to be locked up,0,0,0,0,0,0,1,1,1,0,0
789420708887666688,new penthouse in attard malta bed bathrooms terrace see it here,0,1,0,0,0,0,0,0,0,0,0
797550684103065600,i keep hearing how angry trump supporters are at being called racist and bigoted and hateful prove it speak up,0,0,0,0,0,0,1,0,0,0,0
825513152351604736,i feel like going to the beach rn,0,1,0,0,0,0,0,0,0,0,0
514838753593294848,if you are experiencing any sort of sexual dryness down there you should start with a silicone lubricant,0,1,0,0,0,0,0,0,0,0,0
831232060572459009,trump does not need them anymore he has stephen miller to lie and cheat for him,0,0,0,0,0,0,1,0,0,0,0
762298003784859648,the feelings mutual you mindless uneducated racist loon,0,0,0,1,0,0,0,0,0,0,0
823923083513884672,i had forgotten how infinitely corrupt orrin hatch is and i am just discovering how corrupt rep price is cnn newsroom msnbc don the con,0,0,0,0,0,0,1,1,1,0,0
749585719849615360,i pledge allegiance to the flag of the united states of america and to the republic for which it stands one nation under god indivisible,0,0,0,0,1,0,0,0,0,1,0
697483695792508928,can not believe the stupidity of americans citizens and in particular republicans making a joke of politics by supporting,0,0,0,1,0,0,0,0,0,0,0
839433538990546944,i can not intentionally hurt anything that lives much less fellow human beings even though they may do the greatest wrong to me and mine,0,0,0,0,0,1,0,0,0,0,0
762426587463557125,the kindness of strangers our readers share sweet stories from when they were breastfeeding wor,0,0,0,0,0,1,0,0,0,0,0
837066791398567936,monounsaturated and omega fats dramatically reduce the instances of obesity cancer diabetes heart disease and cognitive decline paleo,0,1,0,0,0,0,0,0,0,0,0
717052907909058560,every culture develops religion therefore god must be real every culture develops a version of the dumpling therefore dumpl,0,0,1,0,0,0,0,0,0,0,0
738781217177391106,parliament is power to make laws is not boundless in a constitutional democracy like ours the laws must conform to the constitution bm,0,0,0,0,0,0,0,0,0,1,0
586214942354886657,rules for designing emails your customers will want to read digital design email marketing,0,1,0,0,0,0,0,0,0,0,0
841384024111169538,compassion has no limit kindness has no enemy,0,0,1,0,0,1,0,0,0,0,0
667562871853838336,you have betrayed all our values you clown,0,0,0,0,0,0,0,1,0,0,0
840808837129080832,there is no possible unity with one whose undertone religious ideology is to annihilate you and your religion exit,0,0,0,0,0,0,0,0,0,0,1
