tweet_id,text,fairness,non-moral,purity,degradation,loyalty,care,cheating,betrayal,subversion,authority,harm
593899776564944897,nice try she is mine beaming face with smiling eyes,0,0,0,0,0,0,0,1,0,0,0
590951312944168960,keep saying we should have a conversation about racism he will not pick the phone up though freddie gray walt,0,0,0,0,0,0,0,1,0,0,0
591691887330861057,coming up at p am baltimore police will deliver an update on the freddie gray investigation listen live on wbal,0,1,0,0,0,0,0,0,0,0,0
592365992124272640,last night i drove right through some of the protest sites in baltimore were overwhelmingly peaceful freddie gray,0,0,0,0,0,1,0,0,0,0,0
592258107910283264,no the thugs were the cops who murdered freddie gray,0,0,0,0,0,0,0,1,1,0,0
593395883397521408,man confronts geraldo rivera get out of bmore you are not reporting on us calling us thugs baltimore uprising,0,1,0,0,0,0,0,0,0,0,0
589661589189492736,some nyc schools with high opt out rates are told to investigate teachers to see if they are encouraging refusals what abou,0,0,0,0,0,0,0,1,0,0,0
589878851653672961,someone used their cell phone to record the police grabbing freddie gray the video made the police respond film the police,1,0,0,0,0,0,0,0,1,0,0
590443843310342144,yogain ep proud as an indian as disciple gurudev addressing european parliament live from pm ist,0,0,0,0,1,0,0,0,0,0,0
591073122289373185,doj opens federal civil rights probe into freddie gray is death in baltimore police custody via,0,1,0,0,0,0,0,0,0,0,0
593152567569424384,video mother seen dragging son away from baltimore riots,0,0,0,0,0,1,0,0,0,0,0
594421648633237505,how sad liberals fight for citizens be defenseless dependent top conservatives on tweeter a freddie gray gun sense,0,1,0,0,0,0,0,0,0,0,0
594463321102811137,freddie gray i could not be happier with arrests of those officers how scared was freddie gray it makes me sick who are the thugs now,0,0,0,0,0,0,0,0,1,0,0
593140513953320960,as baltimore burned police murdered another black man in detroit baltimore riots baltimore uprising freddie gray,0,0,0,0,0,0,0,1,1,0,1
591878321241198592,it is funny i am not sure if stageit wants us to tune in or not lol just teasing you are worth all the emails colm ♡,0,1,0,0,0,0,0,0,0,0,0
592480829646970880,this is uncalled for this is not protesting this is rioting all lives matter freddie gray,0,0,0,0,0,0,0,0,1,0,0
593549776102105088,rand paul blames the baltimore riots on poor parenting of course he d know his son was just arrested for assault,0,0,0,0,0,0,0,1,0,0,0
593217135586906112,toya graham single mother of who does not want her son to be the next freddie gray tough love parent of the year,0,0,0,0,0,1,0,0,0,0,0
593635573614645248,estimated k to have protested in nyc tonight in solidarity with baltimore uprising nyc baltimore,0,0,0,0,1,0,0,0,0,0,0
594729840177098753,need to start uploading video gon na be a late night baltimore uprising arrests and talks with about the curfew,0,1,0,0,0,0,0,0,0,0,0
591089028734267393,it makes no sense three vertebrae would be broken in the van forensic scientist lawrence kobilinsky on freddie gray,0,0,0,0,0,0,1,0,1,0,1
594073956346241026,sosblakaustralia solidarity with baltimore oakland baltimore baltimore uprising blak spring,0,1,0,0,0,0,0,0,0,0,0
593692867748560896,y i say power violent baltimore riots look at la the racist la police ignored citizens wishes an allows cops delete edit bodycam footage,0,0,0,0,0,0,1,1,1,0,0
588051676113797121,amazing timelapse designed and filmed by he built the camera device before hung the cables on friday hacked timelapse,0,1,0,0,0,0,0,0,0,0,0
592333410326204416,great day for a car wash at applebbees in bel air applebee is bel air,0,1,0,0,0,0,0,0,0,0,0
591580226599178241,was freddie gray arrested for running while black watch baltimore,0,0,0,0,0,0,1,0,0,0,0
590312430665871360,police confirm freddie gray had severe trauma to his spine reports on death in baltimore,0,1,0,0,0,0,0,0,0,0,0
593406011383382017,going live on cnn in to talk solutions for poverty education in baltimore baltimore uprising ba,0,1,0,0,0,0,0,0,0,0,0
592478986686586880,here is a reminder of why people are angry as hell in baltimore right now freddie gray black lives matter,0,0,0,0,0,0,1,1,0,0,0
590099863406280704,i get that an investigation is proceeding but why can not we know the reason ofcrs stopped arrested freddie gray se,0,0,0,0,0,0,0,1,1,0,0
590635063274041344,as people march to the western district this group spells freddie gray in candles where he was arrested,0,0,0,0,1,0,0,0,0,0,0
590943591285022720,lead officer in freddie gray arrest twice accused of domestic violence,0,0,0,0,0,0,0,0,1,0,0
593929161808424960,and its former mayor wants to be president baltimore in many ways the city has simply failed,0,0,0,0,0,0,0,1,1,0,0
592182690989801472,video twin sister of freddie gray speaks on behalf of the family pleading the violence to stop,0,0,0,0,0,1,0,0,0,0,0
593490688047763456,pm penn station baltimore protest baltimore uprising,0,1,0,0,0,0,0,0,0,0,0
592171562658213888,there is no greater violence than the severing of a man is spine freddie gray,0,0,0,0,0,0,0,1,0,0,1
592391738058272769,everyone wants to worry about a police window being shattered i am still asking how freddie gray spine was severed balti,0,0,0,0,0,0,0,1,0,0,0
593573599363014657,all of downtown is locked down we shut it down mn bmore baltimore uprising,0,1,0,0,0,0,0,0,0,0,0
592206158515064832,how far have we really come vs freddie gray not far enough,0,0,0,0,0,0,0,1,0,0,0
594767285677531136,deaths from police shootings usa germany britain japan baltimore riots,0,0,0,0,0,0,0,1,0,0,0
588353288556281856,gorgeous day for runclub later tonight along the marathon route free fitness boston day,0,1,0,0,0,0,0,0,0,0,0
589896023528628226,breaking freddie gray passed away today after baltimore police broke his vertebra last week h,0,0,0,0,0,0,0,1,0,0,0
589550319002120192,we are about to play just gettin started by listen vote more,0,1,0,0,0,0,0,0,0,0,0
590334496521588736,let us hit it with my awesome speakers thanks,0,1,0,0,0,0,0,0,0,0,0
592641863275778048,visit for best diet plan for weight loss,0,1,0,0,0,0,0,0,0,0,0
594094271441063937,freddie gray died when his head struck a bolt in a baltimore police van local tv news station reports,0,1,0,0,0,0,0,0,0,0,0
596018373143724033,got the automobile washed sparkles,0,1,0,0,0,0,0,0,0,0,0
590945353723088896,freddie gray did not sever his own spine did not crush his own larynx did not fracture of his own vertebrae b,0,0,0,0,0,0,0,0,0,0,1
589018656505487360,after years the mets have finally regained sole possession of st place in the nl east it is been so long,0,1,0,0,0,0,0,0,0,0,0
593718941244993536,military finally admits martial law test runs planned throughout u.s this summer,0,1,0,0,0,0,0,0,0,0,0
594656939495333889,hey guys person tipping hand and here is why gofundme shut down the fundraiser for the officers who killed freddie gray,0,1,0,0,0,0,0,0,0,0,0
592383489951047680,i am a product of society the government is always keeping a eye on me while they are saying that i am free that is some motherfucking irony,0,0,0,0,0,0,1,1,1,0,0
594918421558603777,protestor taken on stretcher after being sprayed knocked dragged face down by baltimore police baltimore uprising t,0,0,0,0,0,0,0,1,0,0,1
594861427321602049,and here is why gofundme shut down the fundraiser for the officers who killed freddie gray h t,0,0,0,0,0,0,1,0,0,0,1
592107851142852608,baltimore city hall flag replaced with black and white version by protesters freddie gray black lives matter,0,1,0,0,0,0,0,0,0,0,0
591479339784404992,omghaksah,0,1,0,0,0,0,0,0,0,0,0
592878146443149312,in case you are wondering what happened to freddie gray and why people have had enough in baltimore,0,1,0,0,0,0,0,0,0,0,0
593128505703067648,watch a baltimore man divide police and rioters in hope of avoiding violence baltimore riots,0,0,0,0,0,1,0,0,0,0,0
594520631237967873,man who filmed freddie gray reportedly arrested under suspicious circumstances,0,0,0,0,0,0,1,0,0,0,0
591813117048270848,nah but i smell good af wit this dove soap tho you all sexy in bed,0,1,0,0,0,0,0,0,0,0,0
587246256482816001,my head is pounding yo sleeping face,0,1,0,0,0,0,0,0,0,0,0
594987024467292161,pls amplify baltimore uprising white people it is our system dig deep combat the system,0,1,0,0,0,0,0,0,0,0,0
591760239818514432,freddie gray entered the baltimore police van alive when he left the van he could not talk and he could not breathe noted the police,0,1,0,0,0,0,0,0,0,0,0
595557464906539009,east boston reminds me of the bronx so much it is uncanny,0,1,0,0,0,0,0,0,0,0,0
590893007924240385,the world may get the kanye west fern mallis throwdown it deserves,0,1,0,0,0,0,0,0,0,0,0
592013009993728000,at the freddie gray rally at gilmore homes live justice for freddie,1,0,0,0,0,0,0,0,0,0,0
591056235551657984,i was off twitter for days i return learn freddie gray is dead rekia boyd is killer is free this,0,1,0,0,0,0,0,0,0,0,0
591984062211973120,blog from baltimore activist on why how should you protest for freddie gray black lives matter justice for freddie gray,1,0,0,0,0,0,0,0,0,0,0
590586791490674689,freddie gray,0,1,0,0,0,0,0,0,0,0,0
590674786700894208,the protests continue freddie gray,0,1,0,0,0,0,0,0,0,0,0
590368479594721281,my hair length makes me look way younger wooo,0,1,0,0,0,0,0,0,0,0,0
590926553174913024,baltimore pm n mount and presbury freddie gray i will see you there,0,0,0,0,1,0,0,0,0,0,0
588118170038308864,loved the interview you did today i might ve been watching when i should have been working,0,1,0,0,0,0,0,0,0,0,0
592842845498810368,this business in baltimore is getting out of hand legitimate protest and real people alike are being harmed stop the violence,0,0,0,0,0,0,0,0,0,0,1
587597532773146624,school shoulda been rained out today,0,1,0,0,0,0,0,0,0,0,0
593825047069986817,tonight action black lives matter freddie gray shut down dc shut shit down pm freedom side,0,1,0,0,0,0,0,0,0,0,0
594583914934456320,houston solidarity protest kicking off at westheimer post oak baltimore uprising texas baltimore,0,1,0,0,0,0,0,0,0,0,0
591354768095780864,eddie conway freddie gray lived in a neighborhood where residents are arrested for sitting on their own steps,0,0,0,0,0,0,1,0,0,0,0
594067200547356672,justice is what is right not the preconceived desires of black women racist mayor baltimore riots,0,0,0,0,0,0,1,0,1,0,0
