tweet_id,text,fairness,non-moral,purity,degradation,loyalty,care,cheating,betrayal,subversion,authority,harm
48430014437122048,you ure a liar and a traitor,0,0,0,0,0,0,1,1,0,0,0
51319509608095744,mike what does dick taste like also are you always the catcher or does he let you get it in now and then,0,0,0,1,0,0,0,0,0,0,0
49866208395976705,why are you calling president bannon sloppy steve,0,1,0,0,0,0,0,0,0,0,0
50605269184151553,humans who show kindness to animals have kindness and compassion in their hearts may god bless all those people and surround them with love always,0,0,1,0,0,1,0,0,0,0,0
50147529370415104,i am guessing did not pay to test stable genius on a focus group,0,1,0,0,0,0,0,0,0,0,0
51450371087589378,a real man who knows he is innocent of the charges would man up and face the investigator but as we all know is not a man let alone a real one,0,0,0,1,0,0,0,0,0,0,0
51170527187623936,if obamacare was so great why are people using their own ucextra cash ud to flock to the doctor us office instead of cabo ude udd cabo,0,1,0,0,0,0,0,0,0,0,0
47968494758273024,happy new year thank you for all you do for us hard working americans,0,0,0,0,1,0,0,0,0,1,0
51311374856093696,so eminem coach pop and robert deniro personally attacked and he doesn ut say a word but black nfl players peacefully kneeling are sobs and needs to be fired see the pattern,0,0,0,0,0,0,1,0,0,0,0
51603455688368129,today confirmed what we all already knew he is a blatant racist and a disgusting human being,0,0,0,1,0,0,1,0,0,0,0
53045013440720897,please help legal immigrant who continue to obey law and help country grow hr s,0,0,0,0,0,0,0,0,0,1,0
50094363996061696,when anyone says collusion is not a crime think again col ublu ubsion k you uclo ueozh un noun secret or illegal cooperation or conspiracy especially in order to cheat or deceive others synonym conspiracy conspiracy is a crime collusion is a crime trump russia,0,0,0,0,0,0,1,0,0,0,0
51100976064270336,no daca no chain migration build the wall america first deport illegals maga udc uddfa udc uddf,0,0,0,0,1,0,0,0,0,0,0
48205499757023232,traitor trump,0,0,0,0,0,0,0,1,0,0,0
50537276295180288,why is at the game does not he have something better to do,0,0,0,0,0,0,0,0,1,0,0
50691110338355201,i d like to bring back truthfulness integrity and a moral code to deplorable is and trumpers also and,1,0,0,0,0,0,0,0,0,0,0
51362336048238592,why are we having to negotiate with our own government to obey the law on immigration no daca build the wall,1,0,0,0,0,0,0,0,0,1,0
51760678787928064,crybaby cuck cancels his visit to uk expects refund from thomas cuck,0,0,0,1,0,0,0,0,0,0,0
50105326853939200,ucwhy would a review make the point of saying someone is not a genius you think i am especially not a genius ud cc,0,1,0,0,0,0,0,0,0,0,0
52553693009924096,dedicated with love devotion and support to who remains my hero,0,0,0,0,1,1,0,0,0,1,0
49155863507316737,warning food and water supply on hand you had better make a speedy,0,1,0,0,0,0,0,0,0,0,0
52435284372807680,how many girls did you really rape,0,0,0,1,0,0,0,0,0,0,1
49652246584799234,look at it this way is saving writers a lot of time very stable genius,0,1,0,0,0,0,0,0,0,0,0
52515634759335936,those who instruct others to do evil those who obey them must be treated as evil doers,1,0,0,0,0,0,0,0,0,0,0
51522074828398592,resign now treasonous traitor,0,0,0,0,0,0,0,1,1,0,0
52348563962343424,there is no proof said shithole the witnesses are known liars trump haters the ones who say he did not say it are known patriots who love usa no illegals,0,0,0,0,1,0,1,0,0,0,0
48372732269481985,the lord want people to obey the laws including politicians we must all obey immigration laws no exception everyone has to come to america legally freedom caucus,1,0,0,0,0,0,0,0,0,1,0
47675528558809088,then be a patriot and support,0,0,0,0,1,0,0,0,0,1,0
51598065785466880,is a true piece of shit lashing out at shithole countries f you trump,0,0,0,1,0,0,0,0,0,0,0
50489035310489600,dear mr president i will not lie to you you have bad advisors and so i tell you this humble yourself before the lord jesus read and do acts understand proverbs it is not about $ $ $ yeshua loves you,0,0,1,0,0,0,0,0,0,0,0
51882117104984064,the casual daily normalization of racism and hatred perpetrated by is a vicious violence committed on an undeserving world,0,0,0,0,0,0,0,0,1,0,1
50035961655844865,thank you for all your successes in keep making america great again,0,0,0,0,0,0,0,0,0,1,0
52003534010159105,will never respect he can not respect himself,0,0,0,1,0,0,0,0,0,0,0
50328467207409666,what is the delay in prosecuting hc the country needs equality of justice,1,0,0,0,0,0,0,0,0,0,0
49738128243380225,thank you president for being a true patriot and supporting of veterans also thank you for supporting christians and israel,0,0,0,0,0,1,0,0,0,1,0
51355313185226753,every day american citizens are expected to obey the law federal state and local every day ordinary citizens do obey the law exceptions are dealt with summarily by being arrested and fined or incarcerated what is so different about violating sovereignty,1,0,0,0,0,0,0,0,0,0,0
48723470933856256,potu sgate discovered amoral bribery and immoral cheating for a white house thank you trump,0,0,0,0,0,0,1,0,0,0,0
50765063304081408,mayor con is london another horrific murder of an elderly white woman by a muslim man with a well known volatile temper horrifying tuesday thoughts q anon,0,0,0,0,0,0,0,0,0,0,1
48654090606620673,tick tock ub ufef,0,1,0,0,0,0,0,0,0,0,0
52590436174098433,lying stealing cheating blackmail extortion child molestation sexual assaulter lazy fat stupid crazy tax evading racist mentally i ull mentally unstable sad excuse for a father and those are his good qualities,0,0,0,1,0,0,1,0,0,0,1
50709961079820289,would not hurt to know the words worst president ever,0,1,0,0,0,0,0,0,0,0,0
52899656463171586,ucthe hardhearted person lacks the capacity for genuine compassion you uc mlk cc mlk day,0,0,0,1,0,0,0,0,0,0,0
51759489690161153,give me your tired your poor your huddled masses yearning to breathe free the wretched refuse of your teeming shore send these the homeless tempest tossed to me i lift my lamp beside the golden door the real shithole,0,0,0,1,0,0,0,0,0,0,0
51598802418384896,the us is not an european nation it is a land of indigenous people occupied by people from many countries you are a nd generation american yet you act as if this land is yours whether you speak from shear ignorance or from hate you need to stop,0,0,0,1,0,0,0,0,0,0,0
49055618903572481,is a liar and a fraud,0,0,0,1,0,0,1,0,0,0,0
48709566132482048,dear you can not buy your way out of this one as you have your entire life robert mueller free press and above all american democracy rule of law are not for sale sincerely we the people,1,0,0,0,0,0,0,0,0,0,0
49290173115895810,can not ever sue anyone his reputation is crap,0,0,0,1,0,0,0,0,0,0,0
51925242385051650,statement from conservative wesleyan covenant association calling on to ucrecognize the dignity and sacred worth of all peoples ud,0,0,1,0,0,0,0,0,0,0,0
48317902318563328,sir you are doing so much good let us keep it going,0,0,0,0,0,0,0,0,0,1,0
51923415560146945,putin is cheating on,0,0,0,0,0,0,1,0,0,0,0
50110435730128896,legalizing daca will never be in the best interest of americans it will collapse our democracy and our country will be lost to illegals voices more than america if you give them citizenship,0,1,0,0,0,0,0,0,0,0,0
48670677527285760,did not want to win via cc,0,1,0,0,0,0,0,0,0,0,0
51279319694888961,a fraud and a con just like,0,0,0,1,0,0,1,0,0,0,0
51644465504161798,i am not usually crude but is behavior language leave me to say this acts like a big shit so in his case it is appropriate to say that trump tower all of his properties really are shitholes stable genius,0,0,0,1,0,0,0,0,0,0,0
52984693397311488,mlk day,0,1,0,0,0,0,0,0,0,0,0
51516085001453568,lying trumpanzee suffers serious butt hurt mueller time blue wave,0,0,0,1,0,0,0,0,0,0,0
49717205444304896,will continue to mobilize against and us hateful agenda to ensure full equality and justice is achieved for everyone everywhere,1,0,0,0,0,0,0,0,0,0,0
48997020555071489,did dye his hair,0,1,0,0,0,0,0,0,0,0,0
51574783308656641,mr trump i tried to tweet this but it was discarded however my questions is is there anyway you can have a conservative news outlet like twitter or facebook as google is really censoring conservatives it would open up everything i believe it could save us,0,1,0,0,0,0,0,0,0,0,0
52207397996584960,fraud liar fake phony,0,0,0,1,0,0,1,0,0,0,0
49739933144571904,are you threating the author of fire and fury and sloppy steve if anything happens to either of them we know who did it your dumber than a bag of rocks,0,0,0,1,0,0,0,0,0,0,0
51796429688893440,the only shit is you the only shithole is ur mouth for someone who claims to be like really smart you ur mouth tweets prove to all that you are really like a total complete idiot you bring nothing but shame to the office of president,0,0,0,1,0,0,0,0,0,0,0
51668045780541440,did you forget about the norway terrorist that killed over people i am sure you did not even know about it but your the stable genius president either way i am sure that does not matter to you you disgusting racist shut up trump impeach his ass,0,0,0,1,0,0,0,0,1,0,1
48192841808908289,the resistance is finally acting against the brutal and corrupt and it us racist dictator the antithesis of honorable as world is watching hatred and greed kill poor homeless children hungry elderly,0,0,0,1,0,0,1,0,1,0,1
50697477178609665,white guy comes in the camera dressed in an american flag shirt white guy hello puerto rico immigrants we know you all lost everything and did nothing to help you but let us be honest you are not really part of america but hey he is not hillary vote,0,1,0,0,0,0,0,0,0,0,0
48269408639750144,everyone is entitled to his own opinion but not to his own facts daniel patrick moynihan please stop the lying tweets stop the lies blue tsunami,0,0,0,1,0,0,0,0,0,0,0
52571391462789124,everyone is so focused on shithole gate they are missing that cheated with porn stars while his current wife and first lady was pregnant with his kid then he paid them to sign ndas and keep their mouths shut,0,0,0,1,0,0,1,0,0,0,0
50672999102861312,el salvador violence rising despite uextraordinary you anti gang measures yet wants to send hard working god and america loving parents back to hell like omar salinas evil,0,0,0,1,0,0,0,0,0,0,1
50695731953831936,everyone at the looks at us veterans like we ure stupid to come to it us like the employees know the vets are getting shitty service please please please fix this this could b yourlegacy,0,0,0,0,0,0,0,0,0,1,0
48550947671814144,yeah i can see why the cardioligist was concerned my actual low beat was bpm during the stress test after the imagery waiting for the treadmill which they put me on my top high beat went to bpm it was eratic i was overdosing on the stress drug,0,1,0,0,0,0,0,0,0,0,0
48144464471654400,where you going to do,0,1,0,0,0,0,0,0,0,0,0
52253672603508737,you are an out of touch bigot a true embarrassment to america it us wonderful loyal citizens,0,0,0,1,0,0,0,0,0,0,0
50068179157491712,loyal americans are law abiding daca can return legally swear allegiance to the usa and obey our laws no daca build the wall,0,0,0,0,1,0,0,0,0,1,0
47940126952427526,why everything in one plate had to sell the good silverware to pay for more lawyers,0,1,0,0,0,0,0,0,0,0,0
49072361004896261,julie i think you meant that this is how president trump us handlers chose for him to address the press today i think is clueless enough that he us love to stand in front of the press his team knows how disastrous he can be and won ut let that happen,0,0,0,1,0,0,0,0,0,0,0
50542765397594112,lol what a fraud,0,0,0,1,0,0,1,0,0,0,0
48377094425272320,since left the white house staff i think madea should be offered a job there alert the daycare staff,0,1,0,0,0,0,0,0,0,0,0
49437521489989632,has no social skills or compassion,0,0,0,1,0,0,0,0,0,0,0
51921758873030658,i um your constituent btw and follow closely the machinations of our govt time to help drain the swamp now,0,0,0,0,0,0,0,0,0,1,0
49619983151181825,try prunes,0,1,0,0,0,0,0,0,0,0,0
48929283661156352,free internet services for iranian people at this critical time in facing against the dictatorship in iran free internet iran iran protests,0,0,0,0,0,1,0,0,0,0,0
50056889798160384,is the first one to be unpatriotic ude udd,0,1,0,0,0,0,0,0,0,0,0
50067670619074560,it us very sad to see so called historians ignore the very real subversion of american democracy by and his team of overzealously inept and treasonous band of colluders,0,0,0,0,0,0,0,1,1,0,0
51786198044901376,your visit to puerto rico does not change your failure of being leader you are not a good man,0,0,0,1,0,0,0,0,0,0,0
