tweet_id,text,fairness,non-moral,purity,degradation,loyalty,care,cheating,betrayal,subversion,authority,harm
521033092132503552,all lives matter peace and love prevail god bless,0,0,1,0,0,1,0,0,0,0,0
537681598989475841,wholeheartedly support these protests acts of civil disobedience will join when i can ferguson all lives matter,0,0,0,0,1,0,0,0,1,0,0
624644420705648640,this sandra bland situation man no disrespect rest her soul but people die everyday in a unjustified matter all lives matter,0,0,0,0,0,0,1,0,0,0,0
752979765984890884,commitment to peace healing and loving neighbors give us strength and patience portland pride all lives matter peace,0,0,1,0,0,1,0,0,0,0,0
548029362348765185,injustice for one is an injustice for all all lives matter antonio martin,0,0,0,0,1,0,1,0,0,0,0
753261224737898497,this is what compassion looks like vegan all lives matter,0,0,0,0,0,1,0,0,0,0,0
751971806265810944,this is correct black lives matter is a racist terror group based in fraud false narrative all lives matter,0,0,0,0,0,0,1,0,0,0,1
676436368268984320,black twitter when they see someone tweet all lives matter,0,1,0,0,0,0,0,0,0,0,0
636902749657919489,liberty and justice for all how about opportunity for all black lives matter all lives matter,1,0,0,0,0,0,0,0,0,0,0
568112472542064640,took a long time no doctors strive to do less harm by inattentive care via all lives matter hope,0,0,0,0,0,1,0,0,0,0,1
540400187458351105,yes do people who change black lives matter to all lives matter run thru a cancer fundraiser goin there are other diseases too,0,0,0,0,0,0,1,0,0,0,0
751417943427149824,all lives matter give a random act of kindness today,0,0,0,0,0,1,0,0,0,0,0
546194676441546752,all lives matter but racists behind black lives matter prefer criminals over innocent is lzu ferguson,0,0,0,0,0,0,1,1,0,0,1
652553203351990272,a random act of kindness at the crestview cracker barrell blue lives matter all lives matter,0,0,0,0,0,1,0,0,0,0,0
756669445775384576,love each other respect our differences have compassion for those you feel are not as fortunate all lives matter,0,0,0,0,0,1,0,0,0,0,0
751585618094940160,on periscope guided compassion healing meditation all lives matter love be the change,0,0,0,0,0,1,0,0,0,0,0
754861900282814464,of course all lives matter shep you self righteous dangerously politically correct fraud posing as a fair journalist,0,0,0,0,0,0,1,1,0,0,0
553104279666696192,no more hurting people peace je suis charlie je suis martin all lives matter never forget,0,0,0,0,0,1,0,0,0,0,0
543905079133495296,where justice is denied all lives matter millions march nyc black lives matter eric garner,0,0,0,0,0,0,1,0,0,0,0
701740341506871297,weed out the evil and promote all lives matter that is when racism and police brutality and evil will end better yet obey yhwh god always,0,0,0,0,0,0,1,0,0,0,1
630786843974467584,anybody on black lives matter are as racist as who they are speaking against end oppression of humanity and intelligence all lives matter,0,0,0,0,0,0,1,0,0,0,1
704336834793353216,please disqualify all politicians who support the black supremacist group black lives matter thank you all lives matter,0,1,0,0,0,0,0,0,0,0,0
624203733946269696,equality is key all lives matter pray over everyone cherish your life cause today you never know,1,0,0,0,0,0,0,0,0,0,0
658042120557559808,democrats provoking riots stalkers with hate campaign against police blue lives matter all lives matter,0,0,0,0,0,0,0,0,1,0,1
732768520837074949,truth hurts sometimes all lives matter,1,0,0,0,0,0,0,0,0,0,0
538669623559065601,black lives matter white lives matter all lives matter stop abortion teach your children to respect and love themselves life is good america,0,0,0,0,0,1,0,0,0,0,0
755768397883928576,they are black lives matter who threaten whites kill cops destroy property not theirs block freeways etc all lives matter,0,0,0,0,0,0,0,0,0,0,1
751557661364105216,all lives matter mourning carnage lawlessness in dallas a city strongly supportive of israel bless them yeshua lightof zion,0,0,0,0,0,1,0,0,0,0,0
505332707002683392,in order to appreciate and respect diversity we must first recognize and embrace our humanity all livesmatter we are one beyond ferguson,1,0,0,0,0,1,0,0,0,0,0
754732923949985792,please understand that all lives matter undermines anti black oppression and violence,0,0,0,0,0,0,1,0,0,0,1
565410689855270912,why are we silent about the chapel hill shooting in which young people died muslim lives matter all lives matter,0,0,0,0,0,0,0,0,0,0,1
729699680808886274,gobsmacked that this horrific death does not deserve prosecution black lives matter all lives matter vaw,0,0,0,0,0,0,1,0,0,0,1
638460072348135424,all lives matter all lives matter walk in love joy peace patience kindness goodness gentleness and self control never again is now,0,0,0,0,0,1,0,0,0,0,0
629949328216444928,stay woke police misconduct brutality do not discriminate zachary hammond christian taylor all lives matter black lives matter police reform,0,0,0,0,0,0,1,0,0,0,1
595418226588266497,man is inhumanity to man causes millions to suffer baltimore uprising freddie gray brian moore all lives matter,0,0,0,0,0,0,0,1,0,0,1
719549638676615168,these politics crooked and racist black lives matter all lives matter,0,0,0,0,0,0,1,0,0,0,1
639295319218483200,this ↓ black lives matter like do black lives matter protesters not understand that if you just obey the law you will avoid police confrontation all lives matter,0,0,0,0,0,0,0,0,0,1,0
696855546175959040,african americans support decent non racist law abiding police only beyonce bowl fob black lives matter blue lives matter,1,0,0,0,0,0,0,0,0,1,0
612423726504759296,take down the flag black lives matter all lives matter our voice unity for equality and freedom,1,0,0,0,0,0,0,0,0,0,0
651774641237790720,itsthebeardcast listen to the bearded patriot for olavo radio retweet all lives matter top conservatives on tweeter pjnet cruz crew,0,1,0,0,0,0,0,0,0,0,0
751334824141434880,innocent people do not deserve to die because bad people have the desire to hurt others all lives matter,0,0,0,0,0,1,0,0,0,0,1
682318822540447745,prayer for that humanity will stand and protect human life black lives matters syrian lives matter unborn lives matter all lives matter,0,0,0,0,1,1,0,0,0,0,0
753297544000708608,birmingham solidarity protest photocred black lives matter black lives matter all lives matter,0,0,0,0,1,0,0,0,0,0,0
566387448935374848,today i am proud to be a mason patriot all lives matter end islamophobia,0,1,0,0,0,0,0,0,0,0,0
547086823043137537,how is de blasio is encouragement of peaceful protest to blame for the hatred of another murderous human being all lives matter,0,0,0,0,0,0,0,0,0,0,1
592818576639336448,all lives matter treat yourselves with respect and others will respect you too,0,1,0,0,0,0,0,0,0,0,0
